school	platform	section	field_name_verbatim	normalized_key	type	limit	required	source_url	source_type	checked_date
UNSW	StudyLink Connect (Flywire)	GS (post-offer)	Genuine Student (GS) Assessment and Financial Declaration	genuine_student_declaration	file	印度/巴基斯坦本国居住者、及非洲(南非除外)国籍且居于非洲者改用此表;字数上限 未确认(登录墙后)	条件必填(按国籍+居住地)	https://www.unsw.edu.au/study/how-to-apply/international/gs-requirement	official how-to-apply page	2026-08-14
UNSW	StudyLink Connect (Flywire)	GS (post-offer)	financial documentation	financial_capacity_evidence	file	未确认(登录墙后)	条件必填(GS check 被触发时)	https://www.unsw.edu.au/study/how-to-apply/international/gs-requirement	official how-to-apply page	2026-08-14
UNSW	StudyLink Connect (Flywire)	GS (post-offer)	personal statements (where applicable)	genuine_student_statement	textarea	未确认(登录墙后)	条件必填(GS check 被触发时)	https://www.unsw.edu.au/study/how-to-apply/international/gs-requirement	official how-to-apply page	2026-08-14
UNSW	StudyLink Connect (Flywire)	GS (post-offer)	student interviews	video_interview	text	face-to-face interview,由 agent/regional manager 执行	条件必填(GS check 被触发时)	https://www.unsw.edu.au/study/how-to-apply/international/gs-requirement	official how-to-apply page	2026-08-14
UNSW	StudyLink Connect (Flywire)	GS (post-offer) — agent	If you are applying direct, you’ll need to send your declaration form to a registered UNSW agent or UNSW regional manager to complete.	agent_name	text	无限制(来源明示)	条件必填(直申者做 GS check 时仍须经 agent 或 regional manager 会签)	https://www.unsw.edu.au/study/how-to-apply/international/gs-requirement	official how-to-apply page	2026-08-14
UNSW	StudyLink Connect (Flywire)	MBA 例外 (AGSM, coursework master)	Referee reports	referee_report_upload	file	两封;申请人自行把表格转发给推荐人、收回签名件后由申请人上传;无系统发信邀请	必填(AGSM MBA)	https://www.unsw.edu.au/business/our-schools/agsm/learn-with-us/agsm-programs/how-to-apply	official checklist	2026-08-14
UNSW	StudyLink Connect (Flywire)	MBA 例外 (AGSM, coursework master)	Referee details: Name, Title, Organisation, Work phone, Email, Address	referee_details	repeatable-group	每位推荐人 6 个字段;未要求机构邮箱(来源未提及)	必填(AGSM MBA)	https://www.unsw.edu.au/business/our-schools/agsm/learn-with-us/agsm-programs/how-to-apply	official checklist	2026-08-14
UNSW	StudyLink Connect (Flywire)	MBA 例外 (AGSM, coursework master)	What is your motivation for studying the MBA Full-time at AGSM?	personal_statement	textarea	approx. 250 words	必填(AGSM MBA)	https://www.unsw.edu.au/business/our-schools/agsm/learn-with-us/agsm-programs/how-to-apply	official checklist	2026-08-14
UNSW	StudyLink Connect (Flywire)	MBA 例外 (AGSM, coursework master)	How will you contribute to your classes and to the AGSM community?	personal_statement	textarea	approx. 250 words	必填(AGSM MBA)	https://www.unsw.edu.au/business/our-schools/agsm/learn-with-us/agsm-programs/how-to-apply	official checklist	2026-08-14
UNSW	StudyLink Connect (Flywire)	MBA 例外 (AGSM, coursework master)	(Optional Question) Is there anything else you would like to share with the Admissions Committee?	personal_statement	textarea	未确认(来源未给字数)	选填(AGSM MBA)	https://www.unsw.edu.au/business/our-schools/agsm/learn-with-us/agsm-programs/how-to-apply	official checklist	2026-08-14
UNSW	StudyLink Connect (Flywire)	MBA 例外 (AGSM, coursework master)	GMAT or GRE	gmat_gre_score	text	成绩 5 年有效	条件必填(以考试成绩证明学术能力时)	https://www.unsw.edu.au/business/our-schools/agsm/learn-with-us/agsm-programs/how-to-apply	official checklist	2026-08-14
UNSW	StudyLink Connect (Flywire)	MBA 例外 (AGSM, coursework master)	short video Interview	video_interview	file	提交完整申请后 3 天内收到链接;仅入围者需完成	条件必填(被 shortlist 后)	https://www.unsw.edu.au/business/our-schools/agsm/learn-with-us/agsm-programs/how-to-apply	official checklist	2026-08-14
UNSW	StudyLink Connect (Flywire)	Research 例外 (非 coursework)	contact details for up to two academic or professional referees	referee_details	repeatable-group	最多 2 位;仅 Research program 要求	必填(Research program 才要;授课型硕士不要)	https://www.unsw.edu.au/study/how-to-apply/apply-online-faqs	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Login (pre-login)	Student ID	existing_student_id	text	未确认(来源未给上限)	条件必填(此前申请过或已是墨大学生)	https://prod.ss.unimelb.edu.au/student/SM/eApplications/eAppLogin.aspx?r=&f=%23UM.EAP.CI2LOGIN.WEB	live public form	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Login (pre-login)	Password	password	text	未确认(来源未给上限)	条件必填(老用户登录)	https://prod.ss.unimelb.edu.au/student/SM/eApplications/eAppLogin.aspx?r=&f=%23UM.EAP.CI2LOGIN.WEB	live public form	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Registration (post-login)	Complete the registration form with personal details and educational background	family_name	text	未确认(登录墙后)	必填	https://study.unimelb.edu.au/how-to-apply/your-online-application	login-walled — not confirmable	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	course preferences	course_preference_1	dropdown	国际研究生页写 "up to 3 courses";通用在线申请页写 "up to four preferences" — 两页数字冲突	必填	https://study.unimelb.edu.au/how-to-apply/graduate-coursework-study/international-applications/applications	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	academic transcripts	transcript_upload	file	未确认(登录墙后)	必填(有大学学历者)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official checklist	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	grading scale or equivalent documentation	grading_scale_upload	file	未确认(登录墙后)	条件必填(成绩单未清楚说明评分体系时)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official checklist	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	an official translation in addition to the original document	translation_upload	file	须 NAATI 认证 Professional Translator;每页须有译者签名、翻译日期、认证信息/机构印章;申请人自译不接受	条件必填(文件非英文时)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official checklist	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	a clear, scanned colour copy of your passport	passport_scan	file	须彩色扫描件;MB 上限 未确认(登录墙后)	必填	https://study.unimelb.edu.au/how-to-apply/your-online-application	official checklist	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	proof of English language proficiency	english_test_report_upload	file	未确认(登录墙后)	必填(可在提交申请后补交)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official checklist	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	personal statements, portfolios or results from aptitude tests	personal_statement	textarea	未确认(登录墙后)	条件必填(按课程 entry requirements)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official checklist	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	how you would like to provide your transcript	transcript_delivery_method	dropdown	选项含 My eQuals / Digitary VIA / Parchment / National Student Clearinghouse / Upload	必填	https://study.unimelb.edu.au/how-to-apply/your-online-application	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	share link (My eQuals)	credential_verification_id	text	须设 Recipient=Open access, Access PIN=None, Expiry=Does not expire	条件必填(选择 My eQuals 途径时)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	Parchment Delivery ID (DID)	credential_verification_id	text	未确认(来源未给上限)	条件必填(美国学历选择 Parchment 时)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Application form (post-login)	Genuine Student declaration	genuine_student_declaration	file	2026-07-16 起为在线申请的 mandatory component;表格在 portal 内提供,可下载填写后上传;内容含 immigration history / 资金来源 / 选择该课程的原因	必填(国际生,2026-07-16 起)	https://study.unimelb.edu.au/how-to-apply/genuine-student-requirement	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	GS (post-offer, if requested)	Genuine Student statement	genuine_student_statement	textarea	每个小问回答 Keep each response under 150 words;超出可另传附件;须英文、第一人称、有证据支撑、Not be AI-generated	条件必填(offer 附带 GS 条件且校方要求时)	https://study.unimelb.edu.au/how-to-apply/genuine-student-requirement	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	GS (post-offer, if requested)	Provide details of your current circumstances, including ties to family, community, employment and your financial situation.	gs_immigration_history	textarea	under 150 words	条件必填(被要求提交 GS statement 时)	https://study.unimelb.edu.au/how-to-apply/genuine-student-requirement	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	GS (post-offer, if requested)	Explain why you want to study this course in Australia, and why you chose the University of Melbourne.	gs_reason_for_course	textarea	under 150 words	条件必填(被要求提交 GS statement 时)	https://study.unimelb.edu.au/how-to-apply/genuine-student-requirement	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	GS (post-offer, if requested)	Explain how completing the course will benefit you.	gs_reason_for_course	textarea	under 150 words	条件必填(被要求提交 GS statement 时)	https://study.unimelb.edu.au/how-to-apply/genuine-student-requirement	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	GS (post-offer, if requested)	Add any other relevant information you’d like us to consider.	gs_funding_source	textarea	under 150 words	选填(被要求提交 GS statement 时)	https://study.unimelb.edu.au/how-to-apply/genuine-student-requirement	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	GS (post-offer, if requested)	video interview	video_interview	text	受邀则必须出席	条件必填(校方发出邀请时)	https://study.unimelb.edu.au/how-to-apply/genuine-student-requirement	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Agent	Education agent nomination and authorisation form	agent_nomination_form	file	须由申请人本人(不是 agent)填写,随课程申请一并提交;同一时间只能被一家 authorised agent 代理	条件必填(使用 agent 时必填;最近就读地为 巴基斯坦(所有研究生)/印度(所有在印完成高等教育者) 则强制必须走 agent)	https://study.unimelb.edu.au/how-to-apply/authorised-education-agent	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Submit	non-refundable application fee of AUD $154	application_fee_payment	text	AUD $154 每份申请;提交流程末端信用卡支付	必填(国际生,除豁免情形)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Previous study — China	Online Verification Report of Higher Education Qualification Certificate	credential_verification_id	file	经 CSSD(原 CHESICC)通过 My eQuals 投递;或改由 authorised education agent 认证	条件必填(最近在中国就读者,三份报告之一)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Previous study — China	Verification Report of China Higher Education Student’s Academic Transcript	credential_verification_id	file	同上	条件必填(最近在中国就读者,三份报告之一)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Previous study — China	China Higher Education Degree Certificate Information/OR Online Verification Report of Higher Education Degree Certificate	credential_verification_id	file	同上	条件必填(最近在中国就读者,三份报告之一)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official how-to-apply page	2026-08-14
Melbourne	TechnologyOne eStudent (T1 Cloud)	Previous study — India	individual marksheets for each semester of study completed	transcript_upload	file	若院校只出 consolidated transcript,须另附院校声明(无挂科/无扣分)	条件必填(在印度完成高等教育者)	https://study.unimelb.edu.au/how-to-apply/your-online-application	official how-to-apply page	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Citizenship Status	citizenship_status	dropdown	国际生品牌下仅一个选项: International student applying to study in Australia	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	I only have one Legal name on my passport and/or travel document	single_name_flag	checkbox	无限制(来源明示)	选填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Legal First Name	given_name	text	maxlength=50	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Legal Last Name	family_name	text	maxlength=50	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Email	email	text	maxlength=70	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Confirm email	email_confirm	text	maxlength=70	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Create password	password	text	minlength=8, maxlength=50	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Confirm password	password_confirm	text	minlength=8, maxlength=50	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Are you a current or former student of the University of Adelaide or the University of South Australia?	prior_student_of_institution_yn	dropdown	Yes/No	必填	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
Adelaide University	StudyLink Connect (Flywire)	Registration (pre-login)	Please enter your University of South Australia or University of Adelaide Student ID	existing_student_id	text	未确认(HTML 未设 maxlength)	条件必填(上一题选 Yes)	https://student-adelaideuni.studylink.com/index.cfm?event=registration.form&termsAccepted=1&brand=ADELAIDEUNI&custInstID=ADELAIDEUNI	live public form	2026-08-14
